2.548	0.522	1.681	121.2289996	17.6514894	15.17699955
2.55	3.41	1.67	61.6011236	8.95357095	7.8707378
2.55	4.61	1.11	18.5392355	2.62450805	2.184209
2.550 	4.610 	1.110 	19.229 	2.722 	2.265
2.551	0.14	1.41	45.12144395	6.2621333	5.1647915
2.56	3.25	1.11	16.01882475	2.29948635	2.0036107
2.588	2.854	0.867	10.4680207	1.5685586	1.22422425
2.590 	2.250 	1.110 	15.808 	2.170 	1.876
2.59	4.49	1.67	57.13504585	8.3095695	7.3022121
2.610 	4.490 	1.110 	24.031 	3.460 	2.906
2.620 	2.460 	1.670 	59.825 	8.713 	7.671
2.62	4.36	1.67	61.31517345	8.9162219	7.8402424
2.64	3.41	1.11	25.99918145	3.64752695	3.0699687
2.660 	2.450 	1.110 	19.304 	2.725 	2.255
2.66	4.36	1.11	22.33556425	3.17657535	2.76985175
2.666	1.122	1.074	26.54182095	4.0385712	3.39704945
2.674	1.41	1.678	44.32814395	6.84577915	5.8512032
2.69	3.55	1.67	61.3151427	8.92172895	7.83834215
2.695	1.325	1.271	48.9830285	7.27620315	6.23070385
2.701	2.854	1.809	120.89095	15.603848	13.7172166
2.71	3.23	1.67	61.18532105	8.8912042	7.80586015
2.724	0.184	1.69	21.00505715	3.59490375	2.93220225
2.745	0.56	1.077	30.58775535	4.1872915	3.4879786
2.78	0.436	1.41	51.78642145	7.6692351	6.5133966
2.794	0.184	1.41	25.7872626	4.35211135	3.70332315
2.89	1.31	1.678	12.22183065	2.16179215	1.67648635
2.92	0.293	1.074	29.01647875	4.31404135	3.5857368
2.95	1.33	1.075	38.34363395	5.7488241	4.873144
3.086	1.295	1.271	17.72609305	2.78000145	2.26610445
