14.3, 0.43, 0.28, 212.06849596488132,  
14.3, 0.43, 0.28, 212.06849596488132,  
14.0, 0.42, 0.37, 208.48300230494752,  
15.0, 0.27, 0.27, 202.35930801454398,  
15.0, 0.27, 0.27, 202.35930801454398,  
15.0, 0.2, 0.37, 194.24154349659617,  
15.0, 0.02, 0.22, 188.2034896512211,  
15.0, 0.01, 0.26, 187.24374305943726,  
15.0, 0.01, 0.31, 186.83497746952915,  
15.0, 0.01, 0.31, 186.83497746952915,  
15.0, 0.01, 0.31, 186.83497746952915,  
15.0, 0.01, 0.48, 177.18954467990233,  
